Bin,Completeness,Contamination,GC_content,N50,N_contigs,Size,Classification
ERR3959527_bin.2,97.68,0,0.373,11223,408,2298102,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959528_bin.2,97.68,0,0.372,11418,411,2300916,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959529_bin.2,97.68,0,0.374,11725,396,2272943,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959530_bin.1,97.68,0,0.372,11897,425,2306544,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959531_bin.1,94.06,0.862,0.396,7418,477,2596710,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
ERR3959531_bin.2,97.68,0,0.373,13383,268,2090084,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959532_bin.2,97.68,0,0.375,12180,377,2265253,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959533_bin.1,97.68,0,0.375,11267,390,2299929,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959534_bin.1,97.68,0,0.372,11300,444,2405602,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959535_bin.2,97.68,0,0.374,11418,414,2302852,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959536_bin.2,97.68,0,0.374,11486,438,2356380,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959537_bin.1,97.68,0,0.367,8348,654,2858313,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959538_bin.1,97.68,0,0.374,12133,390,2302041,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959539_bin.2,97.68,0,0.374,11050,387,2257563,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR3959540_bin.1,97.68,0,0.373,10869,476,2464347,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR4902252_bin.1,98.67,1.494,0.399,7328,810,3789350,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
ERR4902252_bin.2,97.68,0.331,0.374,11588,319,2169295,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR4902253_bin.1,95.6,0,0.36,25117,177,2301131,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__WTKD01;f__;g__;s__
ERR4902253_bin.2,97.68,0,0.374,11050,377,2295766,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR4902254_bin.1,97.68,0.662,0.373,11418,407,2392154,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella;s__Thiodubiliella sp001298715
ERR6430820_bin.10,92.5,0.746,0.635,8535,530,3268821,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA1479;s__UBA1479 sp002325375
ERR6430820_bin.3,100,0.609,0.378,707768,10,2855382,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430820_bin.4,99.89,1.378,0.4,176146,63,3174501,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430820_bin.5,91.49,4.077,0.341,8309,616,3733919,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga;s__Marivirga sp003973485
ERR6430820_bin.6,96.52,4.273,0.469,545428,8,3458161,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__JADFGI01;s__
ERR6430820_bin.8,98.66,2.648,0.558,16691,390,3998206,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__M2410;f__M2410;g__;s__
ERR6430820_bin.9,99.47,0,0.456,111882,46,3010018,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Kordiimonadaceae;g__;s__
ERR6430821_bin.1,94.98,2.538,0.36,34447,190,3879240,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Anaerobacillaceae;g__Anaerobacillus;s__
ERR6430821_bin.2,97.68,4.083,0.357,19475,359,4299660,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Anaerobacillaceae;g__Anaerobacillus;s__
ERR6430821_bin.3,99.86,0,0.57,49067,153,4640413,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430821_bin.4,98.7,2.142,0.442,170146,52,3744805,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
ERR6430821_bin.5,100,0,0.442,383947,20,2745843,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Kangiellaceae;g__Kangiella;s__
ERR6430822_bin.1,94.13,1.907,0.448,253203,15,3310383,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
ERR6430822_bin.10,98.51,0.357,0.343,17290,333,4001928,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga;s__Marivirga sp003973485
ERR6430822_bin.12,97.11,1.294,0.642,10493,504,3734649,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
ERR6430822_bin.13,94.58,1.449,0.64,15338,392,4130523,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__JADFVY01;g__;s__
ERR6430822_bin.2,100,0.647,0.572,48612,149,4453556,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430822_bin.3,97.88,2.093,0.413,216312,35,4415749,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__
ERR6430822_bin.4,96.15,1.923,0.382,17198,332,3515211,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430822_bin.6,100,1.219,0.385,259417,34,3404814,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430822_bin.7,95.25,2.758,0.437,12640,355,3289261,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__JAHEGP01;g__;s__
ERR6430822_bin.9,100,0,0.442,338215,11,2733222,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Kangiellaceae;g__Kangiella;s__
ERR6430823_bin.1,99.53,1.77,0.41,198168,70,4955104,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__
ERR6430823_bin.2,93.55,3.146,0.641,8154,648,3731045,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
ERR6430823_bin.4,99.45,0.54,0.406,718324,12,4909483,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Kangiellaceae;g__GCA-002733465;s__
ERR6430823_bin.5,97.69,1.153,0.389,26437,500,5003966,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430824_bin.1,99.4,0.877,0.433,82100,80,3312293,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__
ERR6430824_bin.2,96.52,2.564,0.476,135664,55,3592014,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__JADFGI01;s__
ERR6430824_bin.3,98.82,0.821,0.388,148495,46,3390044,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__;g__;s__
ERR6430824_bin.4,99.46,0.376,0.326,24239,277,3975867,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
ERR6430825_bin.11,99.18,3.913,0.383,314343,38,3729279,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430825_bin.14,97.69,1.346,0.381,18501,417,4098419,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430825_bin.15,97.2,2.341,0.318,159560,53,4241819,d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__1-14-2-50-31-20;s__
ERR6430825_bin.16,97.88,3.374,0.504,143516,60,3387150,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__;s__
ERR6430825_bin.2,99.36,0.316,0.603,65506,98,4338268,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Breoghania;s__
ERR6430825_bin.3,93.22,1.935,0.496,98769,27,2001704,d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__JAJRSM01;s__
ERR6430825_bin.4,93.11,1.616,0.563,30059,178,3461623,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__JACNJU01;s__
ERR6430825_bin.5,99.13,2.536,0.578,94783,110,5882444,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__JABJKO01;s__
ERR6430825_bin.6,96.95,4.054,0.485,8495,822,5287808,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Verruco-01;g__Oceanipulchritudo;s__
ERR6430825_bin.7,93.28,0.248,0.574,120778,39,2698724,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16_A;g__JABHGV01;s__
ERR6430825_bin.8,95.18,1.975,0.487,375724,19,3920735,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__
ERR6430828_bin.1,95.42,2.846,0.448,58169,109,3396479,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
ERR6430828_bin.2,97.69,1.349,0.398,297071,20,2989359,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430828_bin.3,96.27,2.931,0.449,62119,101,3466160,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
ERR6430828_bin.4,98.83,1.81,0.385,404208,13,3437943,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430828_bin.5,97.91,0.654,0.343,67006,117,4241683,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga;s__Marivirga sp003973485
ERR6430830_bin.2,100,0.914,0.398,271991,43,3122068,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430830_bin.3,95.68,0.143,0.573,202253,53,4317505,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430830_bin.5,100,4.347,0.445,103213,52,2835177,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Kangiellaceae;g__Kangiella;s__
ERR6430831_bin.1,98.78,0.914,0.398,221962,21,3117921,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430831_bin.2,97.82,2.347,0.426,568345,32,3481023,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
ERR6430831_bin.3,98,2.142,0.448,162439,42,3553799,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
ERR6430831_bin.5,98.67,2.097,0.361,82035,110,4296799,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Anaerobacillaceae;g__Anaerobacillus;s__
ERR6430831_bin.6,98.29,0,0.573,114913,95,4221350,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430832_bin.4,100,0,0.572,111216,75,4485844,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430833_bin.1,98.67,0.883,0.362,72125,106,4346543,d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_H;f__Anaerobacillaceae;g__Anaerobacillus;s__
ERR6430833_bin.2,91.12,3.738,0.313,61893,109,4661861,d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4;f__SOKP01;g__SOKP01;s__SOKP01 sp005222975
ERR6430833_bin.5,100,0,0.57,179804,48,4696051,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430834_bin.1,98.7,2.494,0.43,184349,29,3345360,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
ERR6430834_bin.3,97.71,0.693,0.573,16943,374,4328648,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430834_bin.4,95.77,2.579,0.642,8028,619,3639921,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
ERR6430834_bin.5,98,1.555,0.422,733803,28,2900679,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__LH-M37;s__
ERR6430834_bin.6,96.53,2.5,0.382,24774,253,3509162,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430834_bin.7,99.18,4.441,0.378,188485,40,3500245,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430834_bin.8,100,0,0.441,216634,28,2685239,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Kangiellaceae;g__Kangiella;s__
ERR6430836_bin.10,98.24,0.434,0.581,97197,76,4120239,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__SMXS01;f__;g__;s__
ERR6430836_bin.11,97.09,1.721,0.507,162569,27,2628549,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__;s__
ERR6430836_bin.12,99.4,1.036,0.433,85439,79,3329005,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__
ERR6430836_bin.18,99.5,0.53,0.54,104947,72,4529243,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Marinicaulis;s__
ERR6430836_bin.19,98.82,0.821,0.388,354510,26,3395901,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__;g__;s__
ERR6430836_bin.20,95.07,2.367,0.487,78979,82,3883363,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__
ERR6430836_bin.23,97.88,0,0.55,143213,75,4016416,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1328;g__UBA1328;s__
ERR6430836_bin.24,96.59,0.568,0.535,77098,66,3245097,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__
ERR6430836_bin.25,98.34,0.396,0.575,43837,141,3947017,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__;g__;s__
ERR6430836_bin.26,96.08,1.153,0.383,9646,476,3227392,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430836_bin.3,96.52,3.418,0.477,194268,38,3612288,d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__JADFGI01;s__
ERR6430836_bin.5,96.75,1.038,0.575,23128,190,2837545,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingopyxis;s__
ERR6430836_bin.6,91.69,3.296,0.623,13568,345,3488774,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__
ERR6430836_bin.7,100,0.107,0.327,216706,32,4019108,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
ERR6430836_bin.9,96.83,2.288,0.428,181021,31,2947306,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__AKS1;f__AKS1;g__Sulfuriflexus;s__
ERR6430837_bin.1,99.88,1.526,0.458,174504,62,4075773,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__
ERR6430837_bin.3,98.47,2.545,0.376,117512,89,3382807,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430837_bin.4,98.82,1.997,0.386,88761,101,3816526,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430837_bin.5,93.07,1.73,0.387,27989,180,3013442,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430838_bin.1,91.52,2.857,0.443,7677,689,4323356,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__
ERR6430838_bin.10,99.34,2.173,0.616,41238,218,4896276,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__JADFVY01;g__JADFVY01;s__
ERR6430838_bin.11,99.35,1.467,0.39,96331,83,3989047,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229;s__
ERR6430838_bin.3,98.13,1.524,0.459,14874,283,2854515,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JABDMI01;f__JABDMI01;g__JABDMI01;s__
ERR6430838_bin.5,95.1,4.533,0.381,41710,156,3435322,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430838_bin.6,93.36,1.714,0.642,8456,622,3648639,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
ERR6430838_bin.8,97.69,3.076,0.38,19388,295,3612445,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430839_bin.1,98.2,2.439,0.375,538073,12,2805122,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430839_bin.10,99.13,2.608,0.617,31850,277,4879345,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__JADFVY01;g__JADFVY01;s__
ERR6430839_bin.11,97.02,3.432,0.383,96048,171,8647549,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAAUQL01;s__
ERR6430839_bin.2,98.78,3.048,0.374,264936,26,3360627,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430839_bin.5,94.61,1.153,0.381,18481,313,3391189,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430839_bin.8,93.1,2.561,0.448,4705,"1,161",4324023,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Dasania;s__
ERR6430840_bin.1,98.68,2.27,0.618,33213,202,4347124,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__JADFVY01;g__JADFVY01;s__
ERR6430840_bin.13,97.59,1.496,0.488,80148,109,2537786,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__
ERR6430840_bin.15,97,2.1,0.39,612241,8,2054395,d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__;f__;g__;s__
ERR6430840_bin.2,96.84,2.378,0.437,27974,179,3321529,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__JAHEGP01;g__;s__
ERR6430840_bin.3,91.92,2.5,0.381,24267,272,3744549,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430840_bin.4,99.55,0.434,0.59,238853,25,3193919,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__SMXS01;f__;g__;s__
ERR6430840_bin.9,92.25,1.612,0.454,9015,396,2742021,d__Bacteria;p__Desulfobacterota_F;c__JADFVX01;o__JADFVX01;f__JADFVX01;g__JADFVX01;s__
ERR6430841_bin.1,95,1.538,0.379,22047,285,4125630,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430841_bin.2,93,3.271,0.462,196563,51,5308208,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
ERR6430841_bin.3,98.82,2.132,0.387,209374,35,3647504,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__;g__;s__
ERR6430841_bin.5,95.54,2.391,0.616,12343,500,4245334,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__JADFVY01;g__JADFVY01;s__
ERR6430842_bin.1,95.24,4.287,0.487,21829,259,3748247,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAHEDB01;s__
ERR6430842_bin.10,97,1.522,0.432,487431,13,2793603,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__LH-M37;s__
ERR6430842_bin.12,97.69,1.153,0.38,26320,231,3627881,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430842_bin.2,98.78,2.439,0.384,743585,6,3118140,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__
ERR6430842_bin.4,96.73,1.956,0.616,17071,404,4456782,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA8366;f__JADFVY01;g__JADFVY01;s__
ERR6430842_bin.5,98.82,2.464,0.388,264014,58,3767904,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__;g__;s__
ERR6430842_bin.6,96.12,0.645,0.434,489562,14,3119130,d__Bacteria;p__Desulfobacterota_F;c__JADFVX01;o__JADFVX01;f__;g__;s__
ERR6430842_bin.8,91.89,3.58,0.462,69703,123,5054009,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__
ERR6430842_bin.9,97.25,0.574,0.575,40603,165,4203874,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter manganoxydans
ERR6430843_bin.1,98.82,2.464,0.388,276755,30,3606956,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__;g__;s__
ERR6430843_bin.2,97.69,2.307,0.38,28170,190,3542429,d__Bacteria;p__Bacillota;c__Bacilli;o__Caldalkalibacillales;f__JCM-10596;g__;s__
ERR6430843_bin.3,98,4.019,0.428,99570,64,3524691,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__LH-M37;s__
ERR6430843_bin.5,97.99,1.463,0.602,17061,468,4502302,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Breoghania;s__
ERR6430843_bin.6,96.12,0,0.447,502599,15,3040338,d__Bacteria;p__Desulfobacterota_F;c__JADFVX01;o__JADFVX01;f__;g__;s__
ERR6430843_bin.8,97.61,2.232,0.355,172774,53,4263047,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAKISE01;s__
ERR6430845_bin.1,94.17,1.144,0.491,15051,205,2183528,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__
ERR6430845_bin.11,93.27,0.84,0.492,9022,555,3530529,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__JACQKK01;g__;s__
